POLE_LAT,POLE_LONG,POLE_ZIPCODE,POLE_POP_SCALED,POLE_SUB_DIST,POLE_SUB_DIST_SCALED,POLE_ZONE,SYNTH_SENSOR_DATA,FAKE_OR_SYNTH,POLE_CRIT_LABEL,POLE_CRIT_CALC,POP_CLASS,DIST_CLASS,ZONE_CLASS,TILT_CLASS
37.3004791,-121.9543924,95008,0.397310298816671,1.436875147914870,0.783977536,0,0.333333333,1,,,,,,
37.2816897,-122.0189597,95070,0.268768215176094,0.25344903,0.115830826,1,1,1,,,,,,
37.2816897,-122.0166085,95070,0.268768215176094,0.09290184,0.025188009,1,1,1,,,,,,
37.2795579,-121.9894266,95070,0.268768215176094,1.789135850826220,0.982859263,1,1,1,,,,,,
37.298107,-121.9530383,95008,0.397310298816671,1.328130837593520,0.722581939,0,0.333333333,1,,,,,,
37.2795579,-121.9550796,95032,0.220241230380280,1.219499167668740,0.661249937,1,1,1,,,,,,
37.2886359,-121.9624128,95032,0.220241230380280,1.299981771398320,0.706689349,1,1,1,,,,,,
37.2857072,-121.9712965,95032,0.220241230380280,1.213793253914310,0.658028454,1,0.666666667,1,,,,,,
37.2886359,-121.9571407,95032,0.220241230380280,1.421253673361610,0.775157859,1,0.666666667,1,,,,,,
37.2918084,-122.0148289,95070,0.268768215176094,0.395462671,0.196009847,1,1,1,,,,,,
37.2857072,-121.9768024,95032,0.220241230380280,1.370768066539990,0.746654354,1,0.333333333,1,,,,,,
37.2795579,-121.9591318,95032,0.220241230380280,1.063057603282850,0.572925102,1,0.333333333,1,,,,,,
37.2886359,-121.9685083,95032,0.220241230380280,1.280324697869690,0.695591226,1,0.333333333,1,,,,,,
37.3049715,-121.9943138,95051,0.476904034551774,0.829345902,0.440974572,0,0.666666667,1,,,,,,
37.2857072,-122.0094674,95070,0.268768215176094,0.43809853,0.220081488,1,1,1,,,,,,
37.2899865,-121.9981833,95070,0.268768215176094,1.227658139649350,0.665856385,1,1,1,,,,,,
37.2857072,-121.9359549,95008,0.397310298816671,0.258994159,0.118961533,0,1,1,,,,,,
37.2973888,-121.9474158,95008,0.397310298816671,0.941775739,0.504450968,0,0.666666667,1,,,,,,
37.3028574,-121.9931802,95051,0.476904034551774,0.920367981,0.492364432,0,1,1,,,,,,
37.3028574,-121.9939976,95051,0.476904034551774,0.909259789,0.486092894,0,0.666666667,1,,,,,,
37.2857072,-122.003931,95070,0.268768215176094,0.804371799,0.426874524,1,1,1,,,,,,
37.2989946,-121.9651317,95032,0.220241230380280,1.652474294277900,0.905701959,1,1,1,,,,,,
37.2991858,-122.0064041,95070,0.268768215176094,0.905365944,0.48389448,1,1,1,,,,,,
37.3005419,-121.9989353,95051,0.476904034551774,0.999430303,0.537001972,0,0.333333333,1,,,,,,
37.3085199,-121.9964838,95051,0.476904034551774,0.689494313,0.362016217,0,0.666666667,1,,,,,,
37.3049715,-121.9947377,95051,0.476904034551774,0.82526685,0.438671593,0,0.666666667,1,,,,,,
37.3005419,-122.0023205,95051,0.476904034551774,1.068757575177820,0.576143231,0,0.333333333,1,,,,,,
37.2857072,-121.9827065,95032,0.220241230380280,1.623482194835690,0.889333403,1,1,1,,,,,,
37.2886359,-121.9693154,95032,0.220241230380280,1.288066147248640,0.699961946,1,0.666666667,1,,,,,,
37.298107,-121.9596214,95032,0.220241230380280,1.683009229115980,0.922941578,1,1,1,,,,,,
37.3004791,-121.9664577,95051,0.476904034551774,1.637142325876130,0.897045732,0,1,1,,,,,,
37.3085199,-121.9924486,95051,0.476904034551774,0.736183891,0.388376534,0,0.666666667,1,,,,,,
37.3049715,-122.0112639,95070,0.268768215176094,0.919686077,0.491979438,1,1,1,,,,,,
37.2795579,-121.9594172,95032,0.220241230380280,1.053969687663160,0.567794186,1,0.666666667,1,,,,,,
37.2899865,-122.0037534,95070,0.268768215176094,0.862836533,0.459882938,1,0.666666667,1,,,,,,
37.2973888,-121.9965805,95051,0.476904034551774,1.097065453032550,0.592125484,0,0.333333333,1,,,,,,
37.3028574,-121.9950849,95051,0.476904034551774,0.899781393,0.480741517,0,0.666666667,1,,,,,,
37.2989946,-121.956237,95008,0.397310298816671,1.551455867742630,0.848668293,0,0.333333333,1,,,,,,
37.2857072,-121.9681649,95032,0.220241230380280,1.171188650454510,0.633974459,1,0.333333333,1,,,,,,
37.2945064,-122.016686,95070,0.268768215176094,0.502041982,0.256183114,1,0.666666667,1,,,,,,
37.2989946,-121.9599711,95032,0.220241230380280,1.707867498877010,0.936976228,1,1,1,,,,,,
37.3028574,-121.9943559,95051,0.476904034551774,0.905458916,0.483946971,0,0.666666667,1,,,,,,
37.2991858,-121.9974636,95051,0.476904034551774,1.034682508786800,0.5569049,0,0.666666667,1,,,,,,
37.2831277,-121.9634813,95032,0.220241230380280,1.087962217931130,0.586985918,1,0.666666667,1,,,,,,
37.2918084,-121.9913894,95051,0.476904034551774,1.342669634694970,0.730790352,0,0.666666667,1,,,,,,
37.3028574,-121.9984143,95051,0.476904034551774,0.909565902,0.486265721,0,1,1,,,,,,
37.2899865,-122.0065505,95070,0.268768215176094,0.687931338,0.361133782,1,1,1,,,,,,
37.3004791,-121.9695423,95051,0.476904034551774,1.540552086040380,0.842512162,0,0.333333333,1,,,,,,
37.2989946,-121.9774102,95051,0.476904034551774,1.469117422869870,0.802181098,0,0.333333333,1,,,,,,
37.2973888,-121.9915585,95051,0.476904034551774,1.142504558722170,0.617779801,0,1,1,,,,,,
37.2945064,-122.0177152,95070,0.268768215176094,0.520249064,0.266462591,1,0.333333333,1,,,,,,
37.3085199,-122.0021441,95051,0.476904034551774,0.802527979,0.425833527,0,0.666666667,1,,,,,,
37.2989946,-121.9712997,95051,0.476904034551774,1.547741152261950,0.846571014,0,0.333333333,1,,,,,,
37.3004791,-121.9709377,95051,0.476904034551774,1.504758471476520,0.822303562,0,0.666666667,1,,,,,,
37.2991858,-122.0009642,95051,0.476904034551774,1.082396159515170,0.583843395,0,0.666666667,1,,,,,,
37.3049715,-122.0173599,95070,0.268768215176094,0.887696275,0.473918419,1,1,1,,,,,,
37.2989946,-121.9795277,95051,0.476904034551774,1.469453581804760,0.802370889,0,1,1,,,,,,
37.2918084,-121.9906506,95051,0.476904034551774,1.356184327975620,0.738420568,0,1,1,,,,,,
37.3004791,-121.9773635,95051,0.476904034551774,1.415024788592890,0.771641113,0,0.666666667,1,,,,,,
37.2973888,-121.9972767,95051,0.476904034551774,1.099296272737730,0.593384975,0,0.666666667,1,,,,,,
37.2991858,-121.9989416,95051,0.476904034551774,1.048305456588620,0.564596236,0,1,1,,,,,,
37.2918084,-121.9957094,95051,0.476904034551774,1.301471091841200,0.7075302,0,0.333333333,1,,,,,,
37.2945064,-122.0192713,95070,0.268768215176094,0.563922499,0.291120034,1,0.333333333,1,,,,,,
37.3004791,-121.9774605,95051,0.476904034551774,1.414694660000000,0.771454727,0,1,1,,,,,,
37.2899865,-122.0128469,95070,0.268768215176094,0.368850569,0.180985006,1,0.333333333,1,,,,,,
37.3049715,-121.9913735,95051,0.476904034551774,0.884227038,0.471959734,0,1,1,,,,,,
37.2816897,-122.0159186,95070,0.268768215176094,0.048288662,0,1,1,1,,,,,,
37.2945064,-121.9934579,95051,0.476904034551774,1.217008510698650,0.659843746,0,0.666666667,1,,,,,,
37.3049715,-122.000688,95051,0.476904034551774,0.876021768,0.467327147,0,0.666666667,1,,,,,,
37.2886359,-121.9698378,95032,0.220241230380280,1.294333746544850,0.703500549,1,0.333333333,1,,,,,,
37.2936298,-121.9822742,95051,0.476904034551774,1.564705758793270,0.856149006,0,1,1,,,,,,
37.2991858,-122.0001791,95051,0.476904034551774,1.067121199710050,0.575219355,0,1,1,,,,,,
37.2795579,-121.9598291,95032,0.220241230380280,1.041372384217460,0.560681915,1,0.666666667,1,,,,,,
37.2973888,-121.9860742,95051,0.476904034551774,1.300596978125390,0.707036687,0,0.666666667,1,,,,,,
37.3004791,-121.9847882,95051,0.476904034551774,1.260314560000000,0.684293767,0,1,1,,,,,,
37.3004791,-121.9790161,95051,0.476904034551774,1.413737499556280,0.770914327,0,0.666666667,1,,,,,,
37.2945064,-121.9750673,95032,0.220241230380280,1.604150888525640,0.878419204,1,1,1,,,,,,
37.2882109,-121.9915775,95051,0.476904034551774,1.467764561892460,0.80141729,0,0.666666667,1,,,,,,
37.2831277,-121.9641137,95032,0.220241230380280,1.080901671295650,0.582999627,1,0.666666667,1,,,,,,
37.2991858,-122.0026931,95070,0.268768215176094,1.095852344438470,0.591440579,1,1,1,,,,,,
37.3028574,-122.0081437,95070,0.268768215176094,0.939687482,0.503271966,1,1,1,,,,,,
37.3028574,-122.0026166,95051,0.476904034551774,1.000384724919970,0.537540826,0,0.333333333,1,,,,,,
37.2973888,-121.9738842,95051,0.476904034551774,1.558065574834710,0.852400046,0,0.333333333,1,,,,,,
37.2857072,-121.9296438,95008,0.397310298816671,0.381602725,0.188184705,0,0.666666667,1,,,,,,
37.2857072,-121.9975929,95070,0.268768215176094,1.235852624481860,0.670482883,1,0.666666667,1,,,,,,
37.2973888,-121.9728856,95051,0.476904034551774,1.573396629861260,0.861055757,0,1,1,,,,,,
37.2936298,-121.9587466,95032,0.220241230380280,1.545690320385310,0.845413141,1,0.666666667,1,,,,,,
37.3006486,-121.9724591,95051,0.476904034551774,1.465996252980910,0.800418927,0,0.666666667,1,,,,,,
37.3006486,-121.9788248,95051,0.476904034551774,1.407210836084180,0.767229459,0,0.333333333,1,,,,,,
37.2960894,-121.9789385,95051,0.476904034551774,1.574183358736510,0.861499934,0,0.666666667,1,,,,,,
37.2795579,-121.964513,95032,0.220241230380280,0.947764617,0.507832209,1,1,1,,,,,,
37.2973888,-121.9859682,95051,0.476904034551774,1.304548522227590,0.709267676,0,0.666666667,1,,,,,,
37.2936298,-121.9886419,95051,0.476904034551774,1.340041151390710,0.729306345,0,1,1,,,,,,
37.298107,-121.9600532,95032,0.220241230380280,1.675038240820250,0.918441264,1,0.666666667,1,,,,,,
37.3006486,-121.9691414,95051,0.476904034551774,1.546144275305680,0.845669438,0,0.333333333,1,,,,,,
37.3006486,-121.9659739,95051,0.476904034551774,1.648977375081080,0.903727644,0,0.333333333,1,,,,,,
37.2795579,-121.9539787,95032,0.220241230380280,1.269360953710300,0.689401241,1,0.333333333,1,,,,,,
37.2973888,-121.9797593,95051,0.476904034551774,1.529028564869670,0.836006135,0,0.333333333,1,,,,,,
37.2936298,-121.9914221,95051,0.476904034551774,1.277580002180500,0.694041607,0,0.666666667,1,,,,,,
37.2991858,-122.008831,95070,0.268768215176094,0.800943254,0.424938813,1,1,1,,,,,,
37.3085199,-122.0035075,95051,0.476904034551774,0.85463127,0.455250356,0,1,1,,,,,,
37.2973888,-121.9774598,95051,0.476904034551774,1.527663917161250,0.835235673,0,0.666666667,1,,,,,,
37.2882109,-121.9916712,95051,0.476904034551774,1.466372587071800,0.8006314,0,0.666666667,1,,,,,,
37.2918084,-122.0138652,95070,0.268768215176094,0.406477551,0.202228702,1,0.333333333,1,,,,,,
37.3028574,-122.0095728,95070,0.268768215176094,0.89164471,0.476147653,1,1,1,,,,,,
37.2857072,-121.9892108,95051,0.476904034551774,1.598849573597520,0.875426152,0,0.333333333,1,,,,,,
37.2831277,-121.9655457,95032,0.220241230380280,1.071348404897940,0.577605979,1,0.666666667,1,,,,,,
37.2857072,-121.9236807,95008,0.397310298816671,0.754511233,0.398723909,0,0.333333333,1,,,,,,
37.3028574,-121.9674622,95051,0.476904034551774,1.527080830178280,0.83490647,0,0.666666667,1,,,,,,
